receipt_id,receipt_date,vendor_name,gross_amount,payment_method,canonical_pay_method,is_driver_reimbursement,reimbursed_via,banking_transaction_id,is_matched,receipt_source,classification_bucket,classification_reason
215713,2012-09-19,LIQUOR CROSSING,8.99,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215609,2012-09-21,LIQUOR BARN,69.67,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215610,2012-09-21,LIQUOR BARN,126.39,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215611,2012-09-21,LIQUOR BARN,77.50,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215612,2012-09-22,LIQUOR BARN,147.72,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215619,2012-09-22,LIQUOR BARN,36.53,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215615,2012-09-28,LIQUOR BARN,151.77,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215616,2012-09-28,LIQUOR BARN,50.34,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215617,2012-09-28,LIQUOR BARN,146.78,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215618,2012-09-28,LIQUOR BARN,109.19,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215620,2012-09-28,LIQUOR BARN,44.24,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215621,2012-09-28,LIQUOR BARN,80.61,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215738,2012-09-28,LIQUOR DEPOT,71.25,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
217023,2012-09-29,COOP LIQUOR,31.12,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
217031,2012-09-29,COOP LIQUOR,11.86,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215301,2012-10-05,LIQUOR BARN,55.80,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215304,2012-10-05,LIQUOR BARN,118.96,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215305,2012-10-05,LIQUOR BARN,33.96,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215308,2012-10-05,LIQUOR BARN,20.04,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215309,2012-10-05,LIQUOR BARN,137.15,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215310,2012-10-05,LIQUOR BARN,115.00,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215722,2012-10-05,CAPRI LIQUOR STORE,7.49,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215303,2012-10-06,LIQUOR BARN,25.43,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215306,2012-10-06,LIQUOR BARN,3.34,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215406,2012-10-06,LIQUOR BARN,14.52,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215403,2012-10-09,LIQUOR BARN,3.34,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215405,2012-10-09,LIQUOR BARN,61.46,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215402,2012-10-11,LIQUOR BARN,343.66,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215732,2012-10-11,COOP LIQUOR,101.37,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215399,2012-10-12,LIQUOR BARN,113.64,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215400,2012-10-12,LIQUOR BARN,222.68,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215401,2012-10-12,LIQUOR BARN,74.73,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215396,2012-10-13,LIQUOR BARN,21.81,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
